Person,Partei,"Region (BVV, WK2, WK4, WK5)",Fragenummer,"Zustimmungsaussage (ja = zustimmung, nein = nicht Zustimmung, 0 = neutral)",Begründung
Pascal Meiser,die Linke,WK2,1,ja,"Wir treten dafür ein, die massive Anhäufung von Gastronomie in bestimmten Gebieten wie zum Beispiel am Boxhagener Platz zu verringern, zumindest aber zu verhindern, dass es zu einer Ausweitung kommt. Zudem fordern wir für hochbelastete Wohngebiete Lärmschutz- und Verkehrsmessungen ein und wo notwendig konsequente Maßnahmen zum Schutz der Anwohner/innen."
Pascal Meiser,die Linke,WK2,2,ja,"DIE LINKE will, dass die Bewohnerinnen und Bewohner, aber auch Touristinnen und Touristen in unserem Bezirk ohne Angst vor Kriminalität leben können. Die Erfahrung zeigt: Nur durch polizeiliche Repression lassen sich die Probleme nicht lösen. Nichtsdestotrotz ist an ""Hotspots"" wie der Revaler Straße/Warschauer Straße zumindest temporär mehr Polizei unvermeidbar. Die Sicherheitslage lässt sich allerdings nur durch ein zwischen Bezirk und Polizei abgestimmtes Gesamtkonzept verbessern. Ob dazu auch eine mobile Wache gehört, ist bei der Erarbeitung eines solchen Konzeptes zu klären. Eine Ausweitung der Videoüberwachung lehnt DIE LINKE ab. Sie gaukelt ein Sicherheitsgefühl vor, ohne eine einzige Straftat verhindern zu können, die alltägliche Überwachung hingegen trifft uns alle. Zudem reicht die Forderung nach mehr Polizei im öffentlichen Raum alleine nicht aus. Wer Kriminalität wirksam vorbeugen und die Sicherheit für Bürgerinnen und Bürger verbessern will, muss auf die Stärkung des sozialen Zusammenhalts setzen. Außerdem wollen wir so genannte „Angsträume“ – also unbelebte Straßen oder dunkle Parks – reduzieren. Wo sinnvoll soll zudem eine verstärkte und verstetigte Straßensozialarbeit etabliert werden, die auch vorbeugend gegen Straftaten wirken kann."
Pascal Meiser,die Linke,WK2,3,ja,"Wir wollen Angebote und Anlaufstellen fördern, die Menschen, die einen Ausweg aus Drogenkriminalität und -abhängigkeit suchen, unterstützen und ihnen praktische Hilfe wie Sprachkurse, Vermittlung von Wohnungen, Beschäftigung oder medizinische Versorgung bieten. Wo sinnvoll soll zudem eine verstärkte und verstetigte Straßensozialarbeit etabliert werden, die auch vorbeugend gegen Straftaten wirken kann."
Pascal Meiser,die Linke,WK2,4,ja,"Wir wollen Angebote und Anlaufstellen fördern, die Menschen, die einen Ausweg aus Drogenkriminalität und -abhängigkeit suchen, unterstützen und ihnen praktische Hilfe wie Sprachkurse, Vermittlung von Wohnungen, Beschäftigung oder medizinische Versorgung bieten. Wo sinnvoll soll zudem eine verstärkte und verstetigte Straßensozialarbeit etabliert werden, die auch vorbeugend gegen Straftaten wirken kann."
Pascal Meiser,die Linke,WK2,5,ja,"DIE LINKE setzt sich für eine Kompensation der Kosten ein, die den von Tourismus am meisten belasteten Bezirke durch die erweiterte Stadtreinigung und andere zusätzliche Aufgaben entstehen. Eine Möglichkeit hierfür könnte in der Tat sein, die City-Tax statt dem Land den Bezirken zukommen zu lassen."
Pascal Meiser,die Linke,WK2,6,ja,Das Bezirksamt hat schon erste Versuche der Sensibilisierung unternommen. Diese müssen ausgewertet und weiterentwickelt werden.
Pascal Meiser,die Linke,WK2,7,ja,"Wir treten dafür ein, die massive Anhäufung von Gastronomie in bestimmten Gebieten wie zum Beispiel am Boxhagener Platz zu verhindern bzw. zu verringern. Zudem fordern wir für hochbelastete Wohngebiete Lärmschutz- und Verkehrsmessungen ein und wo notwendig konsequente Maßnahmen zum Schutz der Anwohnerinnen und Anwohner"
Pascal Meiser,die Linke,WK2,8,ja,"Aus unserer Sicht ist es dringend notwendig, alles Mögliche zu unternehmen, um die Zweckentfremdung von Wohnraum durch Ferienwohnungen tatsächlich konsequent zu unterbinden."
Pascal Meiser,die Linke,WK2,9,ja,"Wir treten dafür ein, die massive Anhäufung von Gastronomie in bestimmten Gebieten wie zum Beispiel am Boxhagener Platz zu verringern, zumindest aber zu verhindern, dass es zu einer Ausweitung kommt."
Pascal Meiser,die Linke,WK2,10,ja,Wir setzen uns für starke und vor allem handlungsfähige Bezirke ein. Der Stellenabbau der letzten Jahre hat die Bezirksverwaltungen überfordert. Mehr Personal ist in vielen Bereichen unabdingbar. Das gilt auch für den Allgemeinen Ordnungsdienst.
Pascal Meiser,die Linke,WK2,11,ja,"DIE LINKE setzt sich für mehr Müllkörbe und deren häufigere Leerung in Gebieten ein, in denen sich besonders viele Menschen täglich aufhalten und Abfall produzieren. Darüber hinaus wollen wir, dass Straßen und öffentliche Plätze öfter gereinigt werden und Grünflächen als Erholungsflächen genutzt werden können. Ein Gegeneinander der unterschiedlichen Nutzungsformen darf es nicht geben. Vielmehr sollte es abgegrenzte Flächen, zum Beispiel für Hunde und zum Grillen, geben. Die Grünflächen müssen regelmäßig gepflegt und gereinigt werden. Wir wollen dazu neue Kooperationen der Verwaltung mit der BSR und den Wirtschaftsunternehmen im Bezirk initiieren, damit die geringen öffentlichen Mittel sinnvoll eingesetzt werden und sich die ansässigen Unternehmen an den Kosten beteiligen. Die Reinigung mehrerer Parkanlagen durch die BSR ist ein Schritt in die richtige Richtung."
Pascal Meiser,die Linke,WK2,12,ja,Die Clubcommission kann aus unserer Sicht als Interessenvertreterin der Clubbesitzer keine neutrale Moderation zwischen Clubs und Anwohnerinnen/Anwohnern gewähtleisten.
Pascal Meiser,die Linke,WK2,13,ja,"DIE LINKE will keine reinen touristischen ""Mono-Kulturen"" in der Stadt. Wir setzen uns für eine diversifizierte Gewerbelandschaft ein."
Pascal Meiser,die Linke,WK2,14,ja,
Pascal Meiser,die Linke,WK2,15,ja,"DIE LINKE unterstützt den Vorschlag verschiedener Kiez-Initiativen zur Errichtung eines Beratungsbüros für Veranstaltungen im öffentlichen Raum, das Veranstalterinnen und Veranstalter nicht-kommerzieller Aktivitäten bei der Erstellung ihrer Anträge unterstützt und alle Informationen bündelt."
Pascal Meiser,die Linke,WK2,16,ja,Nicht-kommerzielle kiezbezogene Veranstaltungen sollten gegenüber kommerziellen Events bevorzugt behandelt und genehmigt werden.
Pascal Meiser,die Linke,WK2,17,ja,"Wir haben uns bereits gegen den Ausbau der A100 bis zum Treptower Park ausgesprochen. Jetzt kämpfen wir gemeinsam mit der Initiative ""A100 stoppen!"" gegen den nächsten Bauabschnitt durch und unter Friedrichshain, wie er er aktuell von CDU und SPD auf Landesebene geplant und vorbereitet wird."
Pascal Meiser,die Linke,WK2,18,ja,"Die Zweckentfremdung von Parkflächen für ""Werbe-Anhänger"" sollte eingeschränkt und nach Möglichkeit unterbunden werden. Die notwendigen rechtlichen Maßnahmen sind zu prüfen."
Pascal Meiser,die Linke,WK2,19,ja,"Unser Ziel ist eine langfristige Bildungsplanung sein, die den Bau der benötigten Schulen, die Ausbildung und Einstellung des benötigten Personals und die ausreichende finanzielle Ausstattung der Schulen umfasst. Wir wollen, dass es in allen Schulen ausreichend Mittel, Personal und Räume für ein ganztägiges Angebot wie auch für selbstorganisierte Initiativen und Arbeitsgemeinschaften gibt."
Pascal Meiser,die Linke,WK2,20,ja,"Kurzfristig sind Modularbauten zum Teil leider unvermeidbar, um kurzfristig die benötigten Schulplätze zu schaffen. Unser Ziel ist jedoch eine langfristige Bildungsplanung, die den Bau der benötigten Schulen, die Ausbildung und Einstellung des benötigten Personals und die ausreichende finanzielle Ausstattung der Schulen umfasst."
Pascal Meiser,die Linke,WK2,21,ja,"Land und Bezirk müssen alle Möglichkeiten nutzen, bestehende Jugend- und Bildungseinrichtungen vor Verdrängung durch kommerzielle Bauprojekte zu schützen"
Pascal Meiser,die Linke,WK2,22,nein,"Wir wehren uns gegen eine zunehmende Kommerzialisierung des öffentlichen Raumes und insbesondere von Grünflächen. Wir treten für eine Reduzierung der kommerziellen Nutzung öffentlicher Plätze ein. Das gilt insbesondere für rein kommerzielle Großprojekte, die zu Lasten der Lebensqualität der Anwohnerinnen und Anwohner gehen. Ein vollständiges Verbot der kommerziellen Nutzung öffentlicher Plätze halten wir jedoch für nicht sinnvoll, insbesondere wenn es um Kleingewerbetreibende geht. Wir wollen eine Diskussion im Bezirk und seinen Kiezen führen, welches Maß der Nutzung vereinbar ist mit dem Anspruch, dass der öffentliche Raum allen gehört, die hier leben. Entsprechende Anträge auf Sondernutzung sind am Einzelfall zu prüfen und zu entscheiden."
Pascal Meiser,die Linke,WK2,23,ja,"Ungenutztes Bauland muss von der öffentlichen Hand erworben werden. Dann kann es je nach Bedarf für genutzt, um dort bezahlbaren Wohnraum oder die notwendige soziale Instrastruktur wie beispielsweise Kitas oder Schulen zu schaffen."
Pascal Meiser,die Linke,WK2,24,ja,"Im Friedrichshainer Nordkiez müssen wir seit Monaten beobachten, dass die Bewohnerinnen und Bewohner durch anlasslose Personenkontrollen und Passierverbote schikaniert und in ihrem Lebensalltag stark werden eingeschränkt. Diese Belästigung der Anwohnerinnen und Anwohner und der Besucherinnen und Besucher muss umgehend ein Ende haben."
Pascal Meiser,die Linke,WK2,25,ja,"Wir setzen uns dafür ein, dass das Wohn- und Kulturprojekt Rigaer 94 erhalten bleibt."
Pascal Meiser,die Linke,WK2,26,ja,DIE LINKE verurteilt rechtswidrige Räumungen und ist sehr aktiv in der parlamentarischen Aufarbeitung solcher Vorgänge. Wir ermutigen Betroffene auch zivilrechtlich dagegen vorzugehen.
Pascal Meiser,die Linke,WK2,27,ja,"Wir kritisieren die Versuche der Polizeiführung und des Innensenators, linke Kiez-Strukturen zu schikanieren. Im Gegenteil: Alternative, linke Strukturen gilt es zu unterstützen und zu stärken. Selbstverwaltete Wohnprojekte sind Teil einer alternativen Stadtentwicklung, die wir weiter unterstützen und fördern wollen. Dazu gehören auch (ehemals) besetzte Häuser und Hausprojekte. Wir wenden uns gegen deren Kriminalisierung und wollen sie als widerständige Teile der Identität Friedrichshain-Kreuzbergs erhalten."
Pascal Meiser,die Linke,WK2,28,ja,"Wir wollen Angebote und Anlaufstellen fördern, die Menschen, die einen Ausweg aus Drogenkriminalität und -abhängigkeit suchen, unterstützen und ihnen praktische Hilfe wie Sprachkurse, Vermittlung von Wohnungen, Beschäftigung oder medizinische Versorgung bieten. Wo sinnvoll soll zudem eine verstärkte und verstetigte Straßensozialarbeit etabliert werden, die auch vorbeugend gegen Straftaten wirken kann."
Pascal Meiser,die Linke,WK2,29,ja,"Auch wir wollen die grassierende Obdachlosigkeit und das zunehmend aggressive Betteln verringern. Doch die dem zugrunde liegenden soziale Probleme lassen sich nicht mit polizeilichen Mitteln lösen, sofern es nicht zu offensichtlichen Straftaten kommt. Wir wollen stattdessen vor allem Angebote und Anlaufstellen fördern, die Menschen, die in Not sind, praktische Hilfe bei der Vermittlung von Wohnungen, Beschäftigung oder medizinischer Versorgung bieten. Die Straßensozialarbeit ist auszubauen."
Pascal Meiser,die Linke,WK2,30,ja,"Der Bau von Luxuswohnungen statt bezahlbaren Wohnungen ist ein großes Problem für unseren Bezirk. Hinzu kommt, dass auch die Umwandlung von bereits bestehenden Wohn- und Gewerberäumen in Luxuswohnungen verhindert werden muss."
Pascal Meiser,die Linke,WK2,31,ja,"Der Kampf gegen die Zerstörung bezahlbaren Wohnraums und die Verdängung der bisherigen Bewohnerinnen und Bewohner unseres Bezirks hat für uns oberste Priorität. Auf Landes- und Bezirksebene sind alle vorhandenen Instrumente auszunutzen, um ein weiteres Steigen der Mieten zu stoppen und neuen bezahlbaren Wohnraum zu schaffen. Wir wollen Zwangsumzüge verhindern. Durch angemessene Mietkostenübernahmeregelungen sollen auch Menschen, die auf Transferleistungen (Hartz IV, Sozialhilfe oder Grundsicherung im Alter) angewiesen sind, in ihrem bisherigen sozialen Umfeld wohnen bleiben können."
Pascal Meiser,die Linke,WK2,32,ja,"Wo nötig sollte das Bezirksamt alle rechtlichen Möglichkeiten ausschöpfen, um der Zweckentfremdung durch Leerstand entgegenzuwirken."
Pascal Meiser,die Linke,WK2,33,ja,"Bauherren/Investoren müssen, sowei möglich, in die Pflicht genommen werden, wenn es um die Schaffung drinngend benötigter sozialer Infrastruktur geht."
Pascal Meiser,die Linke,WK2,34,ja,"Wir halten es für eine zentrale Aufgabe für die Landes- wie die Bezirkspolitik, dafür zu sorgen dass die Verdrängung von Menschen mit geringem Einkommen an den Stadtrand gestoppt wird und sich auch Menschen mit einem kleinen Geldbeutel das Leben in der Innenstadt künftig noch leisten können."
Pascal Meiser,die Linke,WK2,35,ja,"Auch wenn der Begriff ""Compliance"" an dieser Stelle etwas missverständlich ist, so setzen wir uns in jedem Fall für konsequente Maßnahmen ein, um Korruption und Interessenkonflikte bei der Vergabe von Baurecht oder ähnlichen Vorgängen zu unterbinden. Zudem erwarten wir, dass Bauherren/Investoren wo immer möglich in die Pflicht genommen werden, wenn es um die Schaffung drinngend benötigter sozialer Infrastruktur geht."
Pascal Meiser,die Linke,WK2,36,ja,Wir möchten das RAW als Kulturstandort langfristig sichern. DIE LINKE setzt sich für die weitere Nutzung des RAW als Ort von Erholungs- und Freizeitangeboten für die Anwohnerinnen und Anwohner sowie als Ort für bezahlbare Produktionsräume für Künstlerinnen und Künstler ein.
Pascal Meiser,die Linke,WK2,37,ja,"DIE LINKE unterstützt den Ausbau des bezirklichen Fahrradroutensystems und dabei insbesondere neue Fahrradstreifen auf der Straße. Gerade entlang der Hauptverkehrsstraßen wie der Skalitzer Straße oder dem Tempelhofer Ufer muss es möglich sein, ungehindert und sicher mit dem Fahrrad unterwegs zu sein. Die Abstellmöglichkeiten für Fahrräder müssen nicht nur vor Bahnhöfen und Einkaufsbereichen, sondern auch in Wohngebieten ausgebaut werden."
Pascal Meiser,die Linke,WK2,38,ja,"DIE LINKE setzt sich für starke und handlungsfähige Bezirke ein. Das kann nur funktionieren, wenn die Aufgaben der Bezirke und der Senatsverwaltungen klar definiert und abgegrenzt sind. Ob dafür eine Verfassungsänderung notwendig ist, muss sich zeigen."
Denis Sabin,Piraten,WK2,1,nein,"Was reduziert werden muss, ist die Belästigung, nicht der Tourismus an sich. Wir begrüßen es, dass sich Menschen aus anderen Teilen des Landes und der Welt sich für unsere Art zu leben interessieren. Zu wenig Kontrolle bei beispielsweise der Einhaltung von Tischzahlen, den Standzeiten der Außentische und das bisherige Fehlen eines großen Signals, welches dann auch in den Reiseführern steht, sorgen für den aktuellen Unmut. Solch ein Signal könnte zum Beispiel der Nachtbürgermeister sein, der durch die Bewohner*innen des Bezirks gewählt wird und sich explizit um diese Probleme kümmern kann."
Denis Sabin,Piraten,WK2,2,nein,"In den Fragen werden 3 Lösungsansätze angesprochen (Polizei, Integration, Streetworker). Keiner dieser Ansätze wird allein ausreichend sein. Im konkreten Falle von Antänzern handelt es sich um Eigentumsdelikte sowie Straftaten gegen die sexuelle Selbstbestimmung. Diesen muss entschlossen entgegengetreten werden. Der Verkauf von nach BTMG verbotenen Substanzen ist anders zu bewerten, da dieser ohne Opfer auskommt und auch unklar ist, welches Rechtsgut hier eigentlich gefährdet sein soll. 
 
 Die Einflussmöglichkeiten des Bezirks sind begrenzt, da es sich bei dem RAW-Gelände um ein Privatgrundstück handelt. Des weiteren untersteht die Polizei dem Land und nicht dem Bezirk. Mehr Geld für Integrationsmaßnahmen müssten von Land, Bund oder EU kommen und kann nicht aus dem Bezirkshaushalt genommen werden, auf jeden Fall nicht für die angesprochenen langfristigen und umfassenden Integrationsmaßnahmen.
 
 Das StGB regelt Eigentumsdelikte und Straftaten gegen die sexuelle Selbtsbestimmung. Eine Unterbindung dieser Vorfälle durch das hierzu vorgesehene Organ, d.h. die Polizei, ist sinnvoll. Wir würden es begrüßen, wenn die Polizeibeamten sich hier stärker um die Opfer kümmern könnten anstatt sinnlos die Bewohner im Friedrichshainer Nordkiez zu schikanieren.
 
 Eine mobile Wache wurde am Alexanderplatz getestet und hat sich nicht bewährt. Es ist fraglich, ob dieses Konzept an der Warschauer Straße besser funktionieren würde."
Denis Sabin,Piraten,WK2,3,ja,"Kommentarfeld öffnet sich, wenn Maus auf Ecke rechts oben dieser Zelle bewegt wird."
Denis Sabin,Piraten,WK2,4,nein,"Sie kann nicht durch Streetworker gelöst werden. Legalisierung, kontrollierte Abgabe zu fairen Preisen und eine moderne Migrationspolitik sind der beste langfristige Weg zur Lösung. Man muss sich leider eingestehen, dass dies allerdings bundespolitische Impulse benötigt. Bauliche Maßnahmen (Licht) und Streetworker verschieben und begleiten. Werden das Problem aber nicht lösen."
Denis Sabin,Piraten,WK2,5,ja,"Die Übernahme der Kosten aus der City-Tax stellt eine Übernahme der Kosten durch die Verursacher dar. Dies Lösung ist gerechter als die Umlage der Kosten auf die Anrainer, die letztendlich über die Betriebskosten auf die jeweiligen Mieter umgelegt werden und somit zu Mietsteigerungen führt."
